PATCO,AGELVLT,WORKSCHT,SALLVLT,CNT,AGELVLTMagnitude,WORKSCHTMagnitude,SALLVLTMagnitude
6,60-64,G-Full-time Seasonal,"$40,000 - $49,999",22,28247,4991,29706
2,65 or more,P-Part-time Nonseasonal,"$30,000 - $39,999",22,21557,10928,40789
3,60-64,F-Full-time Nonseasonal,"$110,000 - $119,999",22,28247,154131,8683
1,30-34,F-Full-time Nonseasonal,"$140,000 - $149,999",22,26878,154131,2587
1,30-34,I-Intermittent Nonseasonal,"$30,000 - $39,999",21,26878,13683,40789
1,65 or more,P-Part-time Nonseasonal,"$90,000 - $99,999",21,21557,10928,14905
1,65 or more,P-Part-time Nonseasonal,"$80,000 - $89,999",21,21557,10928,14182
2,35-39,F - Full-time Nonseasonal,"$140,000 - $149,999",21,21648,46662,2587
1,60-64,P-Part-time Nonseasonal,"$70,000 - $79,999",21,28247,10928,19003
6,45-49,F - Full-time Nonseasonal,"$20,000 - $29,999",21,21059,46662,26970
3,20-24,F - Full-time Nonseasonal,"$40,000 - $49,999",21,15279,46662,29706
1,60-64,P-Part-time Nonseasonal,"$80,000 - $89,999",21,28247,10928,14182
3,30-34,P - Part-time Nonseasonal,"$30,000 - $39,999",21,26878,1307,40789
3,60-64,P-Part-time Nonseasonal,"$20,000 - $29,999",21,28247,10928,26970
5,40-44,P-Part-time Nonseasonal,"$30,000 - $39,999",21,19462,10928,40789
4,Unspecified,P-Part-time Nonseasonal,"Less than $20,000",21,99,10928,1961
5,55-59,F - Full-time Nonseasonal,"$40,000 - $49,999",21,30359,46662,29706
1,25-29,F - Full-time Nonseasonal,"$100,000 - $109,999",21,24507,46662,10369
5,40-44,P-Part-time Nonseasonal,"$20,000 - $29,999",21,19462,10928,26970
3,55-59,P - Part-time Nonseasonal,"$30,000 - $39,999",21,30359,1307,40789
1,50-54,F-Full-time Nonseasonal,"$20,000 - $29,999",21,24493,154131,26970
3,35-39,F - Full-time Nonseasonal,"$70,000 - $79,999",21,21648,46662,19003
1,50-54,I-Intermittent Nonseasonal,"$110,000 - $119,999",21,24493,13683,8683
2,65 or more,I - Intermittent Nonseasonal,"$50,000 - $59,999",21,21557,1125,25502
2,30-34,I-Intermittent Nonseasonal,"$50,000 - $59,999",21,26878,13683,25502
2,45-49,F - Full-time Nonseasonal,"$180,000 or more",21,21059,46662,3065
5,30-34,F - Full-time Nonseasonal,"$80,000 - $89,999",21,26878,46662,14182
5,35-39,F - Full-time Nonseasonal,"$30,000 - $39,999",21,21648,46662,40789
1,35-39,G-Full-time Seasonal,"$50,000 - $59,999",21,21648,4991,25502
2,65 or more,I - Intermittent Nonseasonal,"$70,000 - $79,999",21,21557,1125,19003
1,20-24,F - Full-time Nonseasonal,"$60,000 - $69,999",21,15279,46662,19480
1,40-44,P-Part-time Nonseasonal,"$60,000 - $69,999",21,19462,10928,19480
1,35-39,I-Intermittent Nonseasonal,"$30,000 - $39,999",21,21648,13683,40789
2,25-29,I-Intermittent Nonseasonal,"$40,000 - $49,999",21,24507,13683,29706
6,25-29,F-Full-time Nonseasonal,"$70,000 - $79,999",21,24507,154131,19003
4,65 or more,I - Intermittent Nonseasonal,"$20,000 - $29,999",21,21557,1125,26970
1,35-39,F-Full-time Nonseasonal,"$30,000 - $39,999",21,21648,154131,40789
5,20-24,I-Intermittent Nonseasonal,Unspecified or Zero,20,15279,13683,1350
1,25-29,I-Intermittent Nonseasonal,"$90,000 - $99,999",20,24507,13683,14905
2,35-39,I-Intermittent Nonseasonal,"$20,000 - $29,999",20,21648,13683,26970
3,35-39,Q-Part-time Seasonal,"$30,000 - $39,999",20,21648,697,40789
3,45-49,F-Full-time Nonseasonal,"$80,000 - $89,999",20,21059,154131,14182
6,30-34,G-Full-time Seasonal,"$40,000 - $49,999",20,26878,4991,29706
3,60-64,I-Intermittent Nonseasonal,"$40,000 - $49,999",20,28247,13683,29706
6,40-44,F - Full-time Nonseasonal,"$80,000 - $89,999",20,19462,46662,14182
1,40-44,I-Intermittent Nonseasonal,"$90,000 - $99,999",20,19462,13683,14905
5,35-39,F - Full-time Nonseasonal,"$60,000 - $69,999",20,21648,46662,19480
2,30-34,F-Full-time Nonseasonal,"$140,000 - $149,999",20,26878,154131,2587
1,40-44,F - Full-time Nonseasonal,"$160,000 - $169,999",20,19462,46662,1603
4,35-39,F - Full-time Nonseasonal,"$20,000 - $29,999",20,21648,46662,26970
1,55-59,I-Intermittent Nonseasonal,"$100,000 - $109,999",20,30359,13683,10369
6,55-59,F - Full-time Nonseasonal,"$80,000 - $89,999",20,30359,46662,14182
2,65 or more,P-Part-time Nonseasonal,"$80,000 - $89,999",20,21557,10928,14182
6,65 or more,P-Part-time Nonseasonal,"$40,000 - $49,999",20,21557,10928,29706
4,65 or more,P-Part-time Nonseasonal,"$40,000 - $49,999",20,21557,10928,29706
2,65 or more,P-Part-time Nonseasonal,"$90,000 - $99,999",20,21557,10928,14905
1,35-39,F - Full-time Nonseasonal,"$150,000 - $159,999",20,21648,46662,4567
3,35-39,F-Full-time Nonseasonal,"$80,000 - $89,999",20,21648,154131,14182
1,60-64,P-Part-time Nonseasonal,"$110,000 - $119,999",20,28247,10928,8683
2,45-49,I-Intermittent Nonseasonal,Unspecified or Zero,20,21059,13683,1350
3,50-54,F-Full-time Nonseasonal,"$90,000 - $99,999",20,24493,154131,14905
5,65 or more,F-Full-time Nonseasonal,"$30,000 - $39,999",20,21557,154131,40789
3,65 or more,I-Intermittent Nonseasonal,"$20,000 - $29,999",20,21557,13683,26970
3,50-54,J-Intermittent Seasonal,"$20,000 - $29,999",19,24493,1668,26970
1,50-54,I-Intermittent Nonseasonal,"$40,000 - $49,999",19,24493,13683,29706
6,40-44,G-Full-time Seasonal,"$30,000 - $39,999",19,19462,4991,40789
3,55-59,P-Part-time Nonseasonal,"$50,000 - $59,999",19,30359,10928,25502
3,55-59,F - Full-time Nonseasonal,"$100,000 - $109,999",19,30359,46662,10369
5,45-49,F - Full-time Nonseasonal,"$80,000 - $89,999",19,21059,46662,14182
1,35-39,I-Intermittent Nonseasonal,"$70,000 - $79,999",19,21648,13683,19003
1,65 or more,G-Full-time Seasonal,"$60,000 - $69,999",19,21557,4991,19480
4,20-24,P-Part-time Nonseasonal,"Less than $20,000",19,15279,10928,1961
2,45-49,I-Intermittent Nonseasonal,"$60,000 - $69,999",19,21059,13683,19480
2,45-49,I-Intermittent Nonseasonal,"$20,000 - $29,999",19,21059,13683,26970
1,40-44,G-Full-time Seasonal,"$50,000 - $59,999",19,19462,4991,25502
2,65 or more,I-Intermittent Nonseasonal,"$110,000 - $119,999",19,21557,13683,8683
2,20-24,F - Full-time Nonseasonal,"$50,000 - $59,999",19,15279,46662,25502
4,35-39,F - Full-time Nonseasonal,"$50,000 - $59,999",19,21648,46662,25502
1,30-34,P-Part-time Nonseasonal,"$90,000 - $99,999",19,26878,10928,14905
6,20-24,I-Intermittent Nonseasonal,"$20,000 - $29,999",19,15279,13683,26970
4,20-24,G-Full-time Seasonal,"$30,000 - $39,999",19,15279,4991,40789
2,35-39,F - Full-time Nonseasonal,"$30,000 - $39,999",19,21648,46662,40789
1,65 or more,P-Part-time Nonseasonal,"$130,000 - $139,999",19,21557,10928,5096
2,65 or more,F - Full-time Nonseasonal,"$50,000 - $59,999",19,21557,46662,25502
3,20-24,P - Part-time Nonseasonal,"$30,000 - $39,999",19,15279,1307,40789
1,65 or more,I-Intermittent Nonseasonal,"$160,000 - $169,999",19,21557,13683,1603
1,55-59,J-Intermittent Seasonal,"Less than $20,000",19,30359,1668,1961
4,50-54,P - Part-time Nonseasonal,"$30,000 - $39,999",19,24493,1307,40789
1,40-44,I-Intermittent Nonseasonal,"$30,000 - $39,999",19,19462,13683,40789
1,50-54,F-Full-time Nonseasonal,"$170,000 - $179,999",19,24493,154131,945
2,40-44,I-Intermittent Nonseasonal,"$30,000 - $39,999",19,19462,13683,40789
6,45-49,I-Intermittent Nonseasonal,"$30,000 - $39,999",19,21059,13683,40789
5,35-39,P-Part-time Nonseasonal,"$30,000 - $39,999",19,21648,10928,40789
1,40-44,G-Full-time Seasonal,"$60,000 - $69,999",18,19462,4991,19480
2,50-54,I-Intermittent Nonseasonal,"$60,000 - $69,999",18,24493,13683,19480
2,45-49,F-Full-time Nonseasonal,Unspecified or Zero,18,21059,154131,1350
2,50-54,I-Intermittent Nonseasonal,Unspecified or Zero,18,24493,13683,1350
3,45-49,F-Full-time Nonseasonal,"$90,000 - $99,999",18,21059,154131,14905
3,60-64,F - Full-time Nonseasonal,"$90,000 - $99,999",18,28247,46662,14905
3,50-54,P - Part-time Nonseasonal,"$30,000 - $39,999",18,24493,1307,40789
1,55-59,F-Full-time Nonseasonal,"$40,000 - $49,999",18,30359,154131,29706
4,25-29,F - Full-time Nonseasonal,"$20,000 - $29,999",18,24507,46662,26970
2,45-49,I-Intermittent Nonseasonal,"$40,000 - $49,999",18,21059,13683,29706
2,40-44,F-Full-time Nonseasonal,Unspecified or Zero,18,19462,154131,1350
3,65 or more,F-Full-time Nonseasonal,Unspecified or Zero,18,21557,154131,1350
1,40-44,F - Full-time Nonseasonal,"$40,000 - $49,999",18,19462,46662,29706
1,50-54,I-Intermittent Nonseasonal,"$90,000 - $99,999",18,24493,13683,14905
1,35-39,P-Part-time Nonseasonal,"$50,000 - $59,999",18,21648,10928,25502
2,40-44,F - Full-time Nonseasonal,"$150,000 - $159,999",18,19462,46662,4567
1,30-34,F - Full-time Nonseasonal,"$180,000 or more",18,26878,46662,3065
5,35-39,I-Intermittent Nonseasonal,"$20,000 - $29,999",18,21648,13683,26970
3,40-44,F-Full-time Nonseasonal,"$80,000 - $89,999",18,19462,154131,14182
1,30-34,F-Full-time Nonseasonal,"$160,000 - $169,999",18,26878,154131,1603
2,65 or more,F-Full-time Nonseasonal,Unspecified or Zero,18,21557,154131,1350
2,20-24,I-Intermittent Nonseasonal,"$30,000 - $39,999",18,15279,13683,40789
2,65 or more,P-Part-time Nonseasonal,"$110,000 - $119,999",18,21557,10928,8683
1,65 or more,P-Part-time Nonseasonal,"$100,000 - $109,999",18,21557,10928,10369
3,20-24,P-Part-time Nonseasonal,"$40,000 - $49,999",18,15279,10928,29706
1,65 or more,I - Intermittent Nonseasonal,"$130,000 - $139,999",18,21557,1125,5096
1,25-29,I-Intermittent Nonseasonal,"Less than $20,000",18,24507,13683,1961
3,25-29,F-Full-time Nonseasonal,"$70,000 - $79,999",18,24507,154131,19003
4,Less than 20,P-Part-time Nonseasonal,"$20,000 - $29,999",18,2541,10928,26970
6,60-64,G-Full-time Seasonal,"$30,000 - $39,999",18,28247,4991,40789
2,35-39,I-Intermittent Nonseasonal,"$50,000 - $59,999",18,21648,13683,25502
4,Less than 20,F-Full-time Nonseasonal,"$30,000 - $39,999",18,2541,154131,40789
3,45-49,F-Full-time Nonseasonal,"$110,000 - $119,999",18,21059,154131,8683
6,50-54,F - Full-time Nonseasonal,"$90,000 - $99,999",18,24493,46662,14905
2,20-24,F - Full-time Nonseasonal,"$30,000 - $39,999",17,15279,46662,40789
2,40-44,I-Intermittent Nonseasonal,"$60,000 - $69,999",17,19462,13683,19480
3,40-44,P-Part-time Nonseasonal,"$20,000 - $29,999",17,19462,10928,26970
6,60-64,P-Part-time Nonseasonal,"$40,000 - $49,999",17,28247,10928,29706
1,40-44,F - Full-time Nonseasonal,"$170,000 - $179,999",17,19462,46662,945
1,40-44,F-Full-time Nonseasonal,"$160,000 - $169,999",17,19462,154131,1603
1,45-49,I-Intermittent Nonseasonal,"$90,000 - $99,999",17,21059,13683,14905
6,50-54,G-Full-time Seasonal,"$30,000 - $39,999",17,24493,4991,40789
2,35-39,F - Full-time Nonseasonal,"$150,000 - $159,999",17,21648,46662,4567
5,40-44,F - Full-time Nonseasonal,"$30,000 - $39,999",17,19462,46662,40789
1,30-34,I-Intermittent Nonseasonal,"$90,000 - $99,999",17,26878,13683,14905
5,45-49,F - Full-time Nonseasonal,"$30,000 - $39,999",17,21059,46662,40789
2,45-49,F - Full-time Nonseasonal,"$170,000 - $179,999",17,21059,46662,945
2,55-59,P-Part-time Nonseasonal,"$90,000 - $99,999",17,30359,10928,14905
4,45-49,P - Part-time Nonseasonal,"$30,000 - $39,999",17,21059,1307,40789
6,50-54,I-Intermittent Nonseasonal,"$30,000 - $39,999",17,24493,13683,40789
4,45-49,I - Intermittent Nonseasonal,"$20,000 - $29,999",17,21059,1125,26970
1,30-34,G-Full-time Seasonal,"$50,000 - $59,999",17,26878,4991,25502
5,30-34,F-Full-time Nonseasonal,"$80,000 - $89,999",17,26878,154131,14182
5,30-34,I-Intermittent Nonseasonal,"$40,000 - $49,999",17,26878,13683,29706
1,40-44,I-Intermittent Nonseasonal,"$40,000 - $49,999",17,19462,13683,29706
3,60-64,G-Full-time Seasonal,"$50,000 - $59,999",17,28247,4991,25502
1,25-29,I-Intermittent Nonseasonal,"$50,000 - $59,999",17,24507,13683,25502
3,50-54,P-Part-time Nonseasonal,"$50,000 - $59,999",17,24493,10928,25502
6,25-29,I-Intermittent Nonseasonal,"$30,000 - $39,999",17,24507,13683,40789
3,55-59,F-Full-time Nonseasonal,"$110,000 - $119,999",17,30359,154131,8683
3,35-39,G - Full-time Seasonal,"$30,000 - $39,999",17,21648,729,40789
1,35-39,F-Full-time Nonseasonal,Unspecified or Zero,17,21648,154131,1350
3,55-59,G - Full-time Seasonal,"$40,000 - $49,999",17,30359,729,29706
4,60-64,P - Part-time Nonseasonal,"$30,000 - $39,999",17,28247,1307,40789
3,40-44,F-Full-time Nonseasonal,"$100,000 - $109,999",17,19462,154131,10369
3,40-44,G-Full-time Seasonal,"$20,000 - $29,999",17,19462,4991,26970
3,40-44,F-Full-time Nonseasonal,"$90,000 - $99,999",17,19462,154131,14905
2,55-59,I-Intermittent Nonseasonal,"$150,000 - $159,999",16,30359,13683,4567
1,45-49,I-Intermittent Nonseasonal,"$130,000 - $139,999",16,21059,13683,5096
5,30-34,F - Full-time Nonseasonal,"$60,000 - $69,999",16,26878,46662,19480
3,45-49,G-Full-time Seasonal,"$20,000 - $29,999",16,21059,4991,26970
3,45-49,F-Full-time Nonseasonal,Unspecified or Zero,16,21059,154131,1350
1,60-64,J-Intermittent Seasonal,"Less than $20,000",16,28247,1668,1961
1,35-39,I-Intermittent Nonseasonal,"$50,000 - $59,999",16,21648,13683,25502
3,35-39,P-Part-time Nonseasonal,"$20,000 - $29,999",16,21648,10928,26970
6,50-54,G-Full-time Seasonal,"$40,000 - $49,999",16,24493,4991,29706
4,60-64,P-Part-time Nonseasonal,"$40,000 - $49,999",16,28247,10928,29706
1,45-49,F-Full-time Nonseasonal,"$20,000 - $29,999",16,21059,154131,26970
4,65 or more,P - Part-time Nonseasonal,"$30,000 - $39,999",16,21557,1307,40789
1,45-49,I-Intermittent Nonseasonal,"$30,000 - $39,999",16,21059,13683,40789
1,20-24,F-Full-time Nonseasonal,"$70,000 - $79,999",16,15279,154131,19003
6,65 or more,I-Intermittent Nonseasonal,"$50,000 - $59,999",16,21557,13683,25502
4,50-54,F - Full-time Nonseasonal,"$20,000 - $29,999",16,24493,46662,26970
1,35-39,I-Intermittent Nonseasonal,"$180,000 or more",16,21648,13683,3065
6,30-34,I-Intermittent Nonseasonal,"$30,000 - $39,999",16,26878,13683,40789
4,30-34,Q-Part-time Seasonal,"$20,000 - $29,999",16,26878,697,26970
1,55-59,F-Full-time Nonseasonal,Unspecified or Zero,16,30359,154131,1350
2,30-34,F - Full-time Nonseasonal,"$140,000 - $149,999",16,26878,46662,2587
5,45-49,F-Full-time Nonseasonal,"$90,000 - $99,999",16,21059,154131,14905
1,30-34,F-Full-time Nonseasonal,"$150,000 - $159,999",16,26878,154131,4567
3,35-39,F-Full-time Nonseasonal,"$110,000 - $119,999",16,21648,154131,8683
1,65 or more,I-Intermittent Nonseasonal,"$180,000 or more",16,21557,13683,3065
3,60-64,I-Intermittent Nonseasonal,"$50,000 - $59,999",16,28247,13683,25502
1,50-54,F - Full-time Nonseasonal,"$40,000 - $49,999",16,24493,46662,29706
3,30-34,F-Full-time Nonseasonal,"$80,000 - $89,999",16,26878,154131,14182
1,60-64,P-Part-time Nonseasonal,"$150,000 - $159,999",16,28247,10928,4567
1,55-59,G-Full-time Seasonal,"$80,000 - $89,999",16,30359,4991,14182
4,Less than 20,P-Part-time Nonseasonal,"$30,000 - $39,999",16,2541,10928,40789
5,55-59,F-Full-time Nonseasonal,"$100,000 - $109,999",16,30359,154131,10369
3,30-34,F - Full-time Nonseasonal,"$70,000 - $79,999",16,26878,46662,19003
1,50-54,G-Full-time Seasonal,"$60,000 - $69,999",16,24493,4991,19480
2,40-44,I-Intermittent Nonseasonal,"$20,000 - $29,999",16,19462,13683,26970
5,20-24,F - Full-time Nonseasonal,"$40,000 - $49,999",16,15279,46662,29706
4,55-59,I - Intermittent Nonseasonal,"$30,000 - $39,999",16,30359,1125,40789
5,40-44,I-Intermittent Nonseasonal,"$20,000 - $29,999",16,19462,13683,26970
3,50-54,F-Full-time Nonseasonal,Unspecified or Zero,16,24493,154131,1350
1,50-54,F - Full-time Nonseasonal,"$170,000 - $179,999",16,24493,46662,945
1,60-64,F - Full-time Nonseasonal,"$170,000 - $179,999",16,28247,46662,945
5,50-54,F - Full-time Nonseasonal,"$70,000 - $79,999",16,24493,46662,19003
5,Less than 20,J-Intermittent Seasonal,"$20,000 - $29,999",16,2541,1668,26970
6,25-29,G-Full-time Seasonal,"$20,000 - $29,999",16,24507,4991,26970
6,65 or more,G-Full-time Seasonal,"$40,000 - $49,999",16,21557,4991,29706
2,55-59,I-Intermittent Nonseasonal,"$80,000 - $89,999",15,30359,13683,14182
3,25-29,F - Full-time Nonseasonal,"$60,000 - $69,999",15,24507,46662,19480
3,30-34,F-Full-time Nonseasonal,Unspecified or Zero,15,26878,154131,1350
4,Less than 20,F-Full-time Nonseasonal,"Less than $20,000",15,2541,154131,1961
3,40-44,P - Part-time Nonseasonal,"$30,000 - $39,999",15,19462,1307,40789
5,65 or more,F-Full-time Nonseasonal,"$40,000 - $49,999",15,21557,154131,29706
6,45-49,G-Full-time Seasonal,"$30,000 - $39,999",15,21059,4991,40789
2,65 or more,F - Full-time Nonseasonal,"$140,000 - $149,999",15,21557,46662,2587
3,55-59,G-Full-time Seasonal,"$50,000 - $59,999",15,30359,4991,25502
6,20-24,P-Part-time Nonseasonal,"Less than $20,000",15,15279,10928,1961
2,45-49,I-Intermittent Nonseasonal,"$30,000 - $39,999",15,21059,13683,40789
4,30-34,F - Full-time Nonseasonal,"$20,000 - $29,999",15,26878,46662,26970
4,30-34,P - Part-time Nonseasonal,"$30,000 - $39,999",15,26878,1307,40789
3,45-49,I-Intermittent Nonseasonal,"$20,000 - $29,999",15,21059,13683,26970
6,35-39,G-Full-time Seasonal,"$30,000 - $39,999",15,21648,4991,40789
3,50-54,G - Full-time Seasonal,"$40,000 - $49,999",15,24493,729,29706
3,30-34,F - Full-time Nonseasonal,"$20,000 - $29,999",15,26878,46662,26970
3,50-54,Q-Part-time Seasonal,"$20,000 - $29,999",15,24493,697,26970
3,25-29,F-Full-time Nonseasonal,Unspecified or Zero,15,24507,154131,1350
6,50-54,F-Full-time Nonseasonal,"$90,000 - $99,999",15,24493,154131,14905
6,35-39,F - Full-time Nonseasonal,"$20,000 - $29,999",15,21648,46662,26970
5,65 or more,F-Full-time Nonseasonal,"$50,000 - $59,999",15,21557,154131,25502
1,65 or more,P-Part-time Nonseasonal,"$60,000 - $69,999",15,21557,10928,19480
6,55-59,G-Full-time Seasonal,"$40,000 - $49,999",15,30359,4991,29706
1,40-44,P-Part-time Nonseasonal,"$50,000 - $59,999",15,19462,10928,25502
1,60-64,G-Full-time Seasonal,"$90,000 - $99,999",15,28247,4991,14905
1,40-44,P - Part-time Nonseasonal,"$180,000 or more",15,19462,1307,3065
6,55-59,P-Part-time Nonseasonal,"$40,000 - $49,999",15,30359,10928,29706
1,40-44,I-Intermittent Nonseasonal,"$130,000 - $139,999",15,19462,13683,5096
1,30-34,P-Part-time Nonseasonal,"$80,000 - $89,999",15,26878,10928,14182
1,60-64,I-Intermittent Nonseasonal,"$20,000 - $29,999",15,28247,13683,26970
1,65 or more,P - Part-time Nonseasonal,"$180,000 or more",15,21557,1307,3065
1,35-39,F - Full-time Nonseasonal,"$160,000 - $169,999",15,21648,46662,1603
1,60-64,P-Part-time Nonseasonal,"$100,000 - $109,999",15,28247,10928,10369
1,65 or more,G-Full-time Seasonal,"$90,000 - $99,999",15,21557,4991,14905
1,45-49,G-Full-time Seasonal,"$60,000 - $69,999",15,21059,4991,19480
2,40-44,F - Full-time Nonseasonal,"$160,000 - $169,999",15,19462,46662,1603
1,25-29,F-Full-time Nonseasonal,"$120,000 - $129,999",15,24507,154131,5366
6,50-54,P-Part-time Nonseasonal,"$40,000 - $49,999",14,24493,10928,29706
1,55-59,F - Full-time Nonseasonal,"$170,000 - $179,999",14,30359,46662,945
2,65 or more,I-Intermittent Nonseasonal,"$140,000 - $149,999",14,21557,13683,2587
4,40-44,F - Full-time Nonseasonal,"$50,000 - $59,999",14,19462,46662,25502
1,35-39,P-Part-time Nonseasonal,"$110,000 - $119,999",14,21648,10928,8683
5,50-54,F - Full-time Nonseasonal,"$90,000 - $99,999",14,24493,46662,14905
6,25-29,F-Full-time Nonseasonal,"Less than $20,000",14,24507,154131,1961
5,20-24,I-Intermittent Nonseasonal,"$50,000 - $59,999",14,15279,13683,25502
6,35-39,I-Intermittent Nonseasonal,"$30,000 - $39,999",14,21648,13683,40789
2,40-44,F - Full-time Nonseasonal,"$180,000 or more",14,19462,46662,3065
1,50-54,I-Intermittent Nonseasonal,"$100,000 - $109,999",14,24493,13683,10369
1,60-64,P-Part-time Nonseasonal,"$130,000 - $139,999",14,28247,10928,5096
4,55-59,F-Full-time Nonseasonal,"$70,000 - $79,999",14,30359,154131,19003
4,65 or more,F-Full-time Nonseasonal,Unspecified or Zero,14,21557,154131,1350
1,35-39,P-Part-time Nonseasonal,"$90,000 - $99,999",14,21648,10928,14905
1,65 or more,P-Part-time Nonseasonal,"$70,000 - $79,999",14,21557,10928,19003
3,50-54,G-Full-time Seasonal,"$20,000 - $29,999",14,24493,4991,26970
6,25-29,G-Full-time Seasonal,"$40,000 - $49,999",14,24507,4991,29706
5,35-39,F-Full-time Nonseasonal,"$80,000 - $89,999",14,21648,154131,14182
4,35-39,F-Full-time Nonseasonal,Unspecified or Zero,14,21648,154131,1350
1,65 or more,I-Intermittent Nonseasonal,"$20,000 - $29,999",14,21557,13683,26970
1,65 or more,I-Intermittent Nonseasonal,"$70,000 - $79,999",14,21557,13683,19003
6,50-54,F-Full-time Nonseasonal,"Less than $20,000",14,24493,154131,1961
1,55-59,P-Part-time Nonseasonal,"$110,000 - $119,999",14,30359,10928,8683
5,35-39,I-Intermittent Nonseasonal,"$40,000 - $49,999",14,21648,13683,29706
5,50-54,F - Full-time Nonseasonal,"$80,000 - $89,999",14,24493,46662,14182
4,50-54,F-Full-time Nonseasonal,"$60,000 - $69,999",14,24493,154131,19480
5,45-49,P-Part-time Nonseasonal,"$30,000 - $39,999",14,21059,10928,40789
6,65 or more,F-Full-time Nonseasonal,"$100,000 - $109,999",14,21557,154131,10369
1,35-39,G-Full-time Seasonal,"$40,000 - $49,999",14,21648,4991,29706
6,35-39,F - Full-time Nonseasonal,"$80,000 - $89,999",14,21648,46662,14182
5,20-24,P-Part-time Nonseasonal,"$40,000 - $49,999",14,15279,10928,29706
1,45-49,F-Full-time Nonseasonal,"$170,000 - $179,999",14,21059,154131,945
1,30-34,J-Intermittent Seasonal,"$20,000 - $29,999",14,26878,1668,26970
